sentiment	text
0	I have no idea how anyone managed to stay awake during this show. The acting was ham-fisted and amateur, the story was old news, and plot development (or lack thereof) invariably had my eyelids sagging less than halfway through each episode. That's about all there is to say of it, because it genuinely lacked substance of any kind.<br /><br />How can you people like crap like this? It's freaking stupid, it's an insult to your intelligence. I don't even know how to further explain it... It's as if some of you will stare mindlessly at junk like this solely because you like the way some of the actors look, or because, for whatever crazy reason, you haven't seen the same formulas in dozens of shows a million times before.<br /><br />I just.. forget it. This show sucked, and thankfully it's gone forever. I wish they'd get to work on demolishing The O.C. once and for all.
0	I agree with the previous comment, the beginning of the movie is quite good, and get's you wandering about what is to come....... Which is nothing. All open story lines remain open; two characters who at first seemed like they might be of some importance are completely left out of the picture, save for 1 or 2 very short scenes. I wander if Ilya wouldn't have done better to just completely leave them out.... As for the one remaining character, nothing is done with her either. She just visits some god-awful place, and suddenly the movie isn't about her anymore, but about some geriatric witches who spend their days making dolls out of bread, drinking homemade vodka, and apparently flashing each other. Some may say the movie does well in showing a society crumbling, like the judges of the IFFR, but for me it is just bad taste, bad camera-work, a lousy script and frightfully bad direction. Therefor I can not be as generous as my predecessor when it comes to grading: 1!
0	I wasn't expecting this to be a great movie, but neither was I expecting it to be so awful. I hated the mother character so much I had to turn the channel. I turned it back, hoping it was just one part of the movie, but no. And for the daughter to sit there take being embarrassed, or almost done out of a job, or driven to madness inside her own home? Are you kidding me? I was raised to respect (and even fear) my mother but I'd put her up fast in the nearest hotel if she proved that annoying in MY house. I was expected to follow a set of rules in my mother's house, after all.<br /><br />I didn't buy any of it. I tried giving it several chances, I really did. Sorry.
1	"I'm surprised at the comments from posters stating that Jane Powell made the same type of films Deanna Durbin did. Although they were both young sopranos whose film images were crafted by Joe Pasternak, if this film is any indication, they were almost polar opposites.<br /><br />While, in THREE SMART GIRLS, Durbin plays an impulsive ""Little Miss Fixit,"" who, after some setbacks, manages to reunite her divorced parents, in its' semi-remake, THREE DARING DAUGHTERS, Jane Powell almost destroys the marriage between her screen Mom Jeanette MacDonald and new stepfather Jose Iturbi when she refuses to accept him and strong arms her younger siblings into rejecting him, too. From the Durbin and Powell films I've seen, I'd say these disparate qualities permeate the early films of both of these talented young performers.<br /><br />As for Durbin's performance in THREE SMART GIRLS, I find it completely winning, and most impressive. Although it's clear from her occasionally shrill and over-emphatic line readings in some of the more energetic scenes that this is an early film for Deanna, watching the self-confident, knowing and naturally effervescent manner in which she delivers her lines and performs overall, and the subdued and tender manner she projects the more serious scenes, you'd never guess that this was the FIRST film role of a 14 year-old girl whose prior professional experience consisted almost exclusively of two years of vocal instruction. <br /><br />Given that this film, and Durbin herself, were much publicized at the time as ""Universal's last chance,"" the production must have been an impossibly stressful situation for a film novice of any age, but you'd never know it from the ease and assurance Durbin displays on screen. Although she's clearly still developing her acting style and demeanor before the camera (this was equally true of the early performances of much more experienced contemporaries like Garland, Rooney, O'Connor and Jane Powell), Durbin projects an extraordinary presence and warmth on camera that is absolutely unique to her, and, even here, in her first film, she manages to remain immensely likable despite the often quick-tempered impulsiveness of her character, and though she's occasionally shrill, she never for a second projects the coy and arch qualities that afflicted many child stars, including Jane Powell and some of the other young sopranos who followed in the wake of her success.<br /><br />In short, like all great singing stars, Durbin was much more than just a ""beautiful voice."" On the other hand, while Durbin's pure lyric soprano is a truly remarkable and glorious instrument, the most remarkable thing about it, to me, was the way she is able to project her songs, without the slightest bit of affectation or ""grandnes"" that afflict the singing of adult opera singers like Lily Pons, Grace Moore and Jeanette MacDonald in films of the period<br /><br />The film is also delightful, heavily influenced by screwball comedy, it backs Durbin up with a creme-de-la-creme of first-class screwball pros such as Charles Winninger, Binnie Barnes, Alice Brady, Ray Milland and Mischa Auer. The story is light and entertaining. True, it's hardly ""realistic,"" but why would anyone expect it to be? If you want :""realistic"" rent THE GRAPES OF WRATH or TRIUMPH OF THE WILL. On the other hand, if you're looking for a genuine, sweet, funny and entertaining family comedy with a wonderfully, charismatic and gifted adolescent ""lead,"" and terrific supporting players, this film won't let you down."
1	"A chemist develops a fabric that never gets dirty or wears out, but it is seen as a threat to the survival of various industries. In this delightful Ealing Studios comedy, Guinness is marvelous as the mild-mannered but persistent chemist. Greenwood, with her sensual voice, plays the love interest; Parker is her harried father. Thesiger is amusing as a patriarch of the fabric industry. While telling an engaging story, the film also raises some intriguing questions about science, the economy, and politics. It is adeptly directed by Mackendrick, who would go on to make ""The Ladykillers"" and the sublime ""Sweet Smell of Success"" later in the 1950s."
0	Tobe Hooper is quite possibly the biggest fluke the horror genre has to offer. Like any other horror fan, I loved the Texas Chainsaw, but I think that in order to put your name in front on a movie title, you should have at least more than one hit movie. I can't really think of any other movie Hooper has done (on his own, don't count Poltergeist) that has really made an impact on the horror genre or film world. And this movie, Night Terrors, just backs up my point.<br /><br />Poor Robert Englund, I give him credit for at least doing a good job with the awful material he was given. He did what he could. As for the movie itself? Pure drudge. Unnecessary nude scenes every five minutes, a story that must have been penned in an our, and really just awful scenery, music, and cinematography. Nothing in this film is redeemable. Don't waste your time.<br /><br />Overall, 1 out of 10. I feel sorry for Hooper, his career seems like it was over before it really ever got started. I hope that he's able to pump out at least one more good flick, that way he can do his cult status some justice.<br /><br />
1	The great cinematic musicals were made between 1950 and 1970. This twenty year spell can be rightly labelled the “Golden Era” of the genre. There were musicals prior to that, and there have been musicals since… but the true classics seem invariably to have been made during that period. Singin’ In The Rain, An American In Paris, The Band Wagon, Seven Brides For Seven Brothers, Oklahoma, South Pacific, The King And I, and many more, stand tall as much cherished products of the age. Perhaps the last great musical of the “Golden Era” is Carol Reed’s 1968 “Oliver”. Freely adapted from Dickens’ novel, this vibrant musical is a film version of a successful stage production. It is a magnificent film, winner of six Oscars, including the Best Picture award.<br /><br />Orphan Oliver Twist (Mark Lester) lives a miserable existence in a workhouse, his mother having died moments after giving birth to him. Following an incident one meal-time, he is booted out of the workhouse and ends up employed at a funeral parlour. But Oliver doesn’t settle particularly well into his new job, and escapes after a few troubled days. He makes the long journey to London where he hopes to seek his fortune. Oliver is taken under the wing of a child pickpocket called the Artful Dodger (Jack Wild) who in turn works for Fagin (Ron Moody), an elderly crook in charge of a gang of child-thieves. Despite the unlawful nature of the job, Oliver finds good friends among his new “family”. He also makes the acquaintance of Nancy (Shani Wallis), girlfriend of the cruellest and most feared thief of them all, the menacing Bill Sikes (Oliver Reed). After many adventures, Oliver discovers his true ancestry and finds that he is actually from a rich and well-to-do background. But his chances of being reunited with his real family are jeopardised when Bill Sikes forcibly exploits Oliver, making him an accomplice in some particularly risky and ambitious robberies.<br /><br />“Oliver” is a brilliantly assembled film, consistently pleasing to the eye and excellently acted by its talented cast. Moody recreates his stage role with considerable verve, stealing the film from the youngsters with his energetic performance as Fagin. Lester and Wild do well too as the young pickpockets, while Wallis enthusiastically fleshes out the Nancy role and Reed generates genuine despicableness as Sikes. The musical numbers are staged with incredible precision and sense of spectacle – Onna White’s Oscar-winning choreography helps make the song-and-dance set pieces so memorable, but the lively performers and the skillful direction of Carol Reed also play their part. The unforgettable tunes include “Food Glorious Food”, “Consider Yourself”, “You’ve Got To Pick A Pocket Or Two”, “I’d Do Anything” and “Oom-Pah-Pah” – all immensely catchy songs, conveyed via very well put together sequences. The film is a thoroughly entertaining experience and never really loses momentum over its entire 153 minute duration. Sit back and enjoy!
0	"A large part of the scenes should be cut off. There is a lot of scenes that should have been cut off. For example the scene where the hunters mentions ""I got spiders on my dick"", ""I like dick"", playing in the mud scene, or a bar scene where a professional dinocroc hunters main job is a snake charmer.<br /><br />How about other terribly incoherent scenes featuring a woman, Diane who wants to loose her virginity to a boyfriend who walks like he wears women's panties three sizes too small. While they make love, didn't they realized they are making it out next to the little boy who will soon run away and loose his head? Why did they do in a living room? I mean his head really flipped. How about the beach scene very reminiscent of Steven Spielberg's Jaws scene at Grant Lake. All these strange scene could easily be re-dubbed and billed as a comedy.<br /><br />Here in my local town, the cineplex theaters had been advertising for months about Dinocroc, and I am glad I didn't watch it because I later found out it was shown only for 1 or 2 days before it was canceled. The movie was THAT bad. I suspected that Dinocroc was not a good movie looking at the preview. It features the leg of Dinocroc that looks like a child wearing green pajamas and slippers with claws and walks up and down like a 2 year old. It could easily passed over as Baby Geniuses.<br /><br />If any students of movie making wants to learn what not to do this is a real classic trash. Such as Diane's boyfriend who walks like he had an advanced case of syphilis makes you wonder what the poor woman sees in this guy who looks drunk even before he get to drink beer. When this happens, who cares about Dinocroc? The panties man looked more more interesting than the entire movie of Dinocroc. His acting was so bad, he makes a much better replacement for Mr. Bean. MOVE OVER ROWAN ATKINSON, here is a man with a better comedic talent in a horror sci-fi flick. Perhaps the worse casting in the history of Hollywood."
1	"This movie (and yes, it's a movie - it was shot as a two-parter, but the two parts together come down to slightly more than 2 hours) is one of the unsung masterpieces of world cinema. A very well-mannered, and yet at the same time absolutely savage denunciation of the Soviet regime and the type of person who flourished under it, the film is a faithful adaptation of the long-banned eponymous book by Mikhail Bulgakov. The sets are flawless, and the director made the brilliant decision to film in monochrome sepia, adding a feel of authenticity where a late-80s washed-out color incarnation would have all but ruined the film. I won't say much about the plot, which deserves to be discovered by the viewer himself, but the performances are true Oscar material; special mentions go out to E. Evstigneev, who plays the old professor with such presence, gravitas and kind wisdom that with barely a word or a gesture, he ends up stealing every scene he's in. The second, of course, is Creature/Sharikov, who, played to horrifying perfection by V. Tolokonnikov, is by far more frightening a character than Hannibal Lecter, because not only does he exist in real life - entire countries have been ran by men like him throughout history, with all that ensues.<br /><br />While it's a socio political allegory, it is worth mentioning that the movie is also brimming with humor, albeit dark - there are many outright comedies which haven't made me laugh as much as this film. What's more, when laughing at this movie, the feeling is not only one of hilarity but of understanding and agreement, which is always a plus.<br /><br />There is hardly a complaint I have with this movie - the only slight flaw is the tone of intellectual/bourgeois snobbery I caught at times from the ""enlightened"" characters. But that's a minor quibble.<br /><br />Sadly, this film appears to have been bypassed by Western licensing companies. It's a crying shame that one of the all-round best movies out there is languishing unrestored and untranslated (which shouldn't be incredibly hard - though all the cultural references and the revolutionary terminology will necessarily fade in translation, the film's main themes should be accessible to all). While we're waiting with our fingers crossed for the Criterion edition, I'm considering creating English subtitles myself. Will see how that works out."
0	First, let's all agree that Lorenzo Lamas could never be considered a skilled actor, barely even decent, sometimes just plain lousy. However, in this piece of @*!^ called SnakeEater, the film industry as a whole sank.<br /><br />First, let's start with the plot. A Vietnam vet named Jack Kelly, aka Soldier (who is supposed to be as tough as a strap of leather and then some, which you can believe when he shoves a palate of nails through 2 guys' feet and pins them to the floor), gets word that his family has been killed and his sister kidnapped. Therefore he goes on a solo mission to save his sister. Had some potential, but still pretty thin to begin with.<br /><br />Now, the acting. Being an actor myself, I am qualified to say that this was some of the WORST acting in the history of the art!!!!! Lamas is, well, himself. The jackasses playing the Clampets/Deliverance rejects should be strung up and shot for their so-called performances which are insulting to actors everywhere, especially talented ones who never get their big break!<br /><br />Finally, the action. The gunfighting is so-so at BEST, and the fist-fighting is deplorable. I've seen more real-looking fights at the Renaissance Festival (and those were pretty fake-looking)!<br /><br />Readers, listen to me: AVOID THIS PIECE OF CACA AT ALL COSTS! IF IT WERE THE ONLY FILM IN EXISTENCE, YOU STILL WOULD WANT TO AVOID IT! For the sake of your brain-cell count, do NOT watch this thing!
0	This is the absolutely worst piece of crap I've ever had to watch - actually it was so bad that I just HAD to watch it :-)<br /><br />The CGI is sooo bad it's fun! It's not even close to the shitty CGI animations in Spawn, that's how bad it is, har har har...<br /><br />I'm amazed over the fact that some distribution company actually has put money down to release this on DVD, but I guess they'll get more money out of it that way, 'cos the cost of making it can not have been more than a few hundred dollars.<br /><br />It's so awful that a kindergarten class could have made it.<br /><br />See it and laugh!
0	I would have left the movie halfway through if I hadn't been with people who liked it. The movie is based on real incidents, but it's so over the top it didn't feel real at all. I have some psychological background, hang out with a lot of psychotherapists, and have known seriously crazy people, so it's not that I think people like this don't exist. But in the film, the only characters who seemed consistently human were Augusten's father (Alec Baldwin) and the young Augusten (Jack Kaedin). (Although Evan Rachel Wood was an intriguing diversion - very sexy with a wicked sense of fun). There were a few amusing moments, but the overall tone of the movie was grim, bizarre, and nasty. What a waste of an outstanding cast! As I watched them go through their turns, I just felt like I was watching an acting class. This was brought home during the credits, when a couple of people were shown just sitting there, not acting, not talking. Those few moments were more entertaining than the previous 2 hours.
1	The Bourne Ultimatum (2007) Review: After a thrilling set of two, we get the final installment. Here's my take:<br /><br />The Bourne Ultimatum has it all. We have Jason Bourne(Matt Damon) on the coattails of the ones who know everything. He has been running for too long. This time, it ends.<br /><br />The Bourne Ultimatum has a great plot, awesome writing, fantastic direction, suspense, and some of the best action of the summer. Matt Damon delivers possibly his best performance to date. He has the conviction and swelling desire of the troubled assassin.<br /><br />There are some intelligent humor here and some fine suspense. The reactions to certain events will have you either laughing(in a good way) or cheering on. (or both) I heard a lot of intelligent laughter in the theater and lots of clapping. The audience was loving it.<br /><br />The Bourne Ultimatum delivers all in a nicely gift-wrapped package. All of the goods and then some. This is, in my opinion the best movie this summer.<br /><br />The Last Word: Excellent conclusion. The best of the trilogy. This is how summer movie thrillers should be done. I love the Bourne trilogy.
1	"This is a very, very early Bugs Bunny cartoon. As a result, the character is still in a transition period--he is not drawn as elongated as he later was and his voice isn't quite right. In addition, the chemistry between Elmer and Bugs is a little unusual. Elmer is some poor sap who buys Bugs from a pet shop--there is no gun or desire on his part to blast the bunny to smithereens! However, despite this, this is still a very enjoyable film. The early Bugs was definitely more sassy and cruel than his later incarnations. In later films, he messed with Elmer, Yosimite Sam and others because they started it--they messed with the rabbit. But, in this film, he is much more like Daffy Duck of the late 30s and early 40s--a jerk who just loves irritating others!! A true ""anarchist"" instead of the hero of the later cartoons. While this isn't among the best Bug Bunny cartoons, it sure is fun to watch and it's interesting to see just how much he's changed over the years."
1	"There were some great moments of reality in there depicting modern day life (not only in Japan, but everywhere). It shows how stifling ones culture can be, and wanting to break out of the mold its created for you.<br /><br />The dancing was just a vehicle for saying ""do what you love even if its against the norm"". Rather Billy Elliot like I would say. I enjoyed that film as well. <br /><br />The humour was well timed, and the touching moments felt so real, you could feel the awkwardness between Sugiyama and his wife, the tantrums in the dance hall. I loved Aoki - him and that wig and his excessiveness on the dance floor made me simply howl!<br /><br />The actors all did a wonderful job, the story was well written. I watched it a second time and caught some little nuances that I missed on the first viewing. Good entertainment!"
1	"This movie was recommended to me by a friend. I never saw an ad or a trailer, so I didn't know Clooney was in it and was not bothered by the fact that his role was so small. I thought the whole cast was suitable, and found the film pretty enjoyable, all in all. The opening scene, with the small crew of bandits standing at the side of the road, looking whipped and haggard, caught my attention immediately. It had a way of telling you, ""don't go away; this won't be boring"", and it really wasn't. It turned out to be an interesting, light-hearted comedy with enough twists and turns to keep you in your seat to the very end, but when the ending did arrive, I felt a little bit cheated....just a little bit. The events kept building up so that you expect them to continue building, but at a point that I can't define, it sort of levels out, making the ending a slight disappointment. I reckon I expected a bigger bang of a climax, but it turned out sort of low-key. If you watch the movie with that in mind and you can live without high dosages of George Clooney, you should find this flick very entertaining and well worth watching. Now I'd like to see the original (Big Deal on Madonna Street), but it's probably a rare find in the United States."
0	I felt that the movie was dry... very disappointing no plot..kept waited for something to happened and nothing did dry as a bone.. a wast of money.. One of Robins Williams worst films..if you don't believe me wait a few months it will be out on DVD because that seems to be a pattern for movies that don't do well in the theaters are out as rentals before the year is over... This is one you will not want to see or say why did I spend my money on that!. Plus for it being such a new movie there were only 8 people in the watching it.... This was on a Friday night the 9:50 showing. I also felt that it needed some more excitement or something to keep us awake. When they characters spoke in the movie the voices were also very low you could not hear what they were saying..
1	This was a very entertaining movie and I really enjoyed it, I don't normally rent movies like these (ie. indie flicks) however, I was attracted to the film because it had an incredible cast which included Jamie Kennedy, whom I have loved since the Scream trilogy. The movie director took a risk (and it is a risky risk) in telling the lives of many (and I mean MANY) different people and having the intertwine at various intervals. Taking that risk was a good idea because it's end result is an exceedingly good film. <br /><br />The film has a few MAIN characters; Dwight (Jamie Kennedy) - a disgruntled fortune cookie writer whose relationship with his girlfriend is on the rocks because of an argument. Wallace Gregory (John Carroll Lynch) - an airplane loader/technician who has a love for all living things (except, perhaps meter maids) and who despite his good heart has an increasing amount of bad luck. Cyr (Brian Cox) - the owner of a Chinese restaurant/donut shop who is a germaphobe and because of is his fear of germs places his assistant/cook Sung -(Alexis Cruz) under pressure to keep up with his phobia. Ernie - (Christopher Bauer) is married to Olive - (Christina Kirk) who he is convinced is trying to; stop him have fun, look ridiculous, go insane, and not live a normal life. They begin to have petty and almost crazy arguments and Olive seriously begins to have doubts about Ernie. Gordon - (Grant Heslov) is a man whose life isn't going very well, as bad things begin to add up in his life he decides to take it in hand. Mitchel - (Jon Huertas) is convinced that Gwen - (Alexandra Westcourt) is the girl of his dreams and that they are destined for each other, though she is more skeptical. He attempts to woo her every chance he gets and he certainly makes attempts! Johnston - (Michael Hitchcock) has just been fired from his job and has doubts about his role as provider, he takes another job that he just isn't suited for. His wife Annelle - (Arabella Field) is comforting through out his job loss experience until she learns that Johnston wasn't quite the loving husband she thought he was.<br /><br />All in all I definitely suggest this movie!<br /><br />-Erica
0	An uptight voyeur who wants to commit suicide encounters a free spirited bad-seed who has 5 weeks to live and then they're off to discover America. Get the idea? There's not an original moment in this whole movie.
0	Shallow, shallow script ...stilted acting ...the shadows of boom mikes lingering over the actors' heads in scenes ...worth watching because Kate Mulgrew plays the most selfish mother in TV movie history and it's all before Ben Affleck got his teeth capped.
0	"This is your typical Priyadarshan movie--a bunch of loony characters out on some silly mission. His signature climax has the entire cast of the film coming together and fighting each other in some crazy moshpit over hidden money. Whether it is a winning lottery ticket in Malamaal Weekly, black money in Hera Pheri, ""kodokoo"" in Phir Hera Pheri, etc., etc., the director is becoming ridiculously predictable. Don't get me wrong; as clichéd and preposterous his movies may be, I usually end up enjoying the comedy. However, in most his previous movies there has actually been some good humor, (Hungama and Hera Pheri being noteworthy ones). Now, the hilarity of his films is fading as he is using the same formula over and over again.<br /><br />Songs are good. Tanushree Datta looks awesome. Rajpal Yadav is irritating, and Tusshar is not a whole lot better. Kunal Khemu is OK, and Sharman Joshi is the best."
0	Yet another colourful excuse for men in rubber suits to wrestle with each other. This time around, time travellers from the future arrive in 1992 and recruit a few people to go back with them to 1944 and prevent the creation of Godzilla, thus saving a future Japan from destruction. But having accomplished this task, the time travellers are revealed to be a bunch of double crossers whose own creature goes on the rampage, and with no Godzilla to stop it Eek! It all sounds very silly, and it probably is, but the plot is surprisingly decent and the final battle looks pretty good too. Unfortunately the rest of the visual effects are just rubbish rather than enjoyably rubbish, and the movie turns out to be just as dull as its predecessors. Look out for the shaky Spielberg in-joke.
1	This is one of my favorite Govinda movies of all time and best film of 1994. David Dhawan does a great job in directing this movie, he makes it funny and adds family drama. Govinda is Excellent as Raja Babu and gives a great performance. Karishma Kapoor is an actress i hate, this film she is a little less annoying but still annoys in some scenes. Kader Khan is a maestro in acting and yet gives a superb performance. Aroona Irani is terrific as the mother and gives a outstanding performance. Shakti Kapoor is brilliant as Nandu the sidekick. This film has Comedy, action, family drama and romance a full on entertainer.
1	"I came home late one night and turned on the TV, to see Siskel and Ebert summarizing their picks of the week. I didn't hear anything about ""Red Rock West"", except two thumbs up and see it before it went away. It wouldn't stay in theaters very long because of the distributor's money problems and lack of promotion, but they said it deserved better.<br /><br />The next afternoon, I followed their advice. They were right, it was some of the most fun I have ever had at the movies. As some readers point out, there are a few plot holes and the last 10 minutes don't ever seem to end. But it's well worth it, for the fine craftwork that went into the first hour. It's the best role that I have ever seen for Nicholas Cage, but almost everybody seems perfectly cast. Dennis Hopper goes almost over the top, which gets silly but reinforces how well everything else works. The sets and the music contribute a great deal to almost every scene.<br /><br />When I rented it later for my family, it didn't work as well. The long scenes that built the tension in the theater were difficult to appreciate, with the distractions at home. It deserves your full attention; turn off the phone, make sure you won't be disturbed, watch and listen to every scene, especially in the beginning."
0	This movie is truly brilliant. It ducks through banality to crap at such speed you don't even see good sense and common decency to mankind go whizzing past. But it doesn't stop there! This movie hits the bottom of the barrel so hard it bounces back to the point of ludicrous comedy: behold as Kor the Beergutted Conan wannabe with the over-abundance of neck hair struts his stuff swinging his sword like there's no tomorrow (and the way he swung it, I really am amazed there *was* a tomorrow for him, or at least, for his beer gut). Don't miss this movie, it's a fantastic romp through idiocy, and sheer bloody mindedness! And once you have finished watching this one, dry the tears of joy (or tears of frustration at such an inept attempt at storytelling) from your eyes because some stupid f00l gave these people another $5 to make a sequel!
0	"Not sure if I'm referring to those who labeled this a video nasty or to the director...""Devil Hunter"" sure is one bizarre 'horror' movie.<br /><br />The plot is a loosey goosey combo of superior films like ""Cannibal Ferox"" and ""Cut and Run."" Chick gets kidnapped in the 'jungle' by a 'tribe' of 'savages.' The jungle looks more like a park somewhere in Mexico. The tribe is like a group of hippies who walk around in Party City-style Halloween costume renditions of tribal garb. And the savages range in race from white to Asian to black to hispanic. I suppose Franco just grabbed anyone who looked even slightly ethnic for this romp.<br /><br />To make matters worse, this film has ultra-minimal gore, no real scares and a lot of unnecessary penis. Not fun. I can find something to like in just about any sleazy Italian or Euro-trash film; this one just fell WAY short.<br /><br />2 out of 10, kids."
1	Eleven different Film Makers from different parts of the world are assembled in this film to present their views and ideas about the WTC attack. This is one of the best effort you will see in any Film. Films like this are rarely made and appreciated. This film tries to touch every possible core of WTC. Here are some of the most important stories from the film that makes this film so unique.<br /><br />There is the story from Samira Makhmalbaf (Iran) where somewhere in Iran people are preparing for the attacks from America. There a teacher is trying to educate her students by informing them about Innocent People being killed in WTC massacre. Then comes a story from Youssef Chahine (Egypt) where a Film Maker comes across face-to-face conversation with a Dead Soldier in the WTC attack and a Dead Hard Core Terrorist who was involved in WTC attack. Then we see a story from Idrissa Ouedraogo (Burkina Faso) where a group of Five Innocent children's sees Osama Bin Laden and plans to kidnap him and win the reward money from America. Then we see the story from Alejandro Gozalez Inarritu (Mexico) where you see a Black Screen and slowly you see the real footage of WTC buildings coming down. And the people who are stuck in the building are jumping out of it to save their lives. The other most important story is from Mira Nair (India) where a mother is struggling to get respect for her Dead Son whose name is falsely trapped in WTC massacre! After September 11 attack, Our heart beat automatically starts pumping if we hear two names anywhere in the world.. First is World Trade Centre and the second is Osama! This film totally changes our perception and makes a strong point by claiming something more to it.<br /><br />I will definitely recommend this movie to everyone who loves to have such kinds of Home DVD Collection. Definitely worth every penny you spend. But please don't expect anything more apart from Films in this DVD. There is of course Filmographies of the Film Makers but No Extra Features.
1	"The film was shot at Movie Flats, just off route 395, near Lone Pine, California, north of the road to Whitney Portals. You can still find splashes of cement and iron joists plastered across the rocks where the sets were built. And you'll recognize the area from any Randolph Scott movie.<br /><br />I won't bother with the plot, since I'm sure it's covered elsewhere. The movie stars three athletes -- Fairbanks fils, who must have learned a good deal from his Dad -- Grant, an acrobat in his youth -- and MacLaughlin, a professional boxer from South Africa. Their physical skills are all on display.<br /><br />Not a moment of this movie is to be taken seriously. It's about Thugees, a sect in India, whence our English word ""thug."" I can't go through all the felicities of this movie but probably ought to point out that the director, George Stevens, was a polymath with a background in Laurel and Hardy movies -- see his choreography of the fight scenes -- and went on to the infinitely long dissolves of Shane and The Diary of Anne Frank. Dynasties rose and fell. Geological epochs came and went, while Liz Taylor and Monty Clift kissed in ""A Place in the Sun."" Here, in his comic mode, he excels.<br /><br />This is a story of male bonding and it would be easy -- too easy -- to read homoeroticism into it, as many people do with Howard Hawks. Or hatred of women. But it isn't that at all. Sometimes things portrayed on screen don't deserve too much in the way of heuristic attention. Men WILL form bonds by working together in a way that women do not. (Women share secrets.) Read Deborah Tannen, nobody's idea of an anti-feminist. Well, when you think about it, that's what evolution should have produced. For most of human history -- about nine tenths of it -- hominids have been hunters and gatherers, and the men tend to hunt and the women to gather. Hunting is more effective as a team enterprise. Men who were not very good at bonding were Darwinianed out, leaving men who have a lot of team spirit. And Grant, Fairbanks, and MacLaughlin have got it in spades.<br /><br />Sorry to ramble on about evolution but I'm an anthropologist and it is an occupational disease. Did I ever tell you about the horse in Vaitongi, Samoa, that slipped on the cement and fell in the bathtub with me? You've got to watch the hooves.<br /><br />Joan Fontaine is lovely, really. Only got to know her in her later years and wondered why she was in so many movies. I lived in Saratoga, California, where her sister, Olivia DeHavilland, grew up and went to a convent school. Pretty place.<br /><br />If you miss this adventurous lively farraginous chronicle of the British Empahh at its height, you should never forgive yourself. It's so famous that it's parodied in the Peter Sellers movie, ""The Party."" Yes -- the colonel's got to know."
1	"I've seen this film in avant-premiere at Imagina Festival in Monaco.<br /><br />I saw the first trailer four years ago, and from this moment, I was waiting to see the final result. I haven't been disappointed.<br /><br />It is a full 3d movie with a high contrasted black and white render. Clearly inspired by some comic books, such as the ones from F. Miller. In this optic, it goes one step further than the excellent ""Sin City"" adaptation from R. Rodriguez. This time, (almost) no Grey or any middle color, but a graphic style never seen before in a realistic animated film.(can't wait for scanner darkly)<br /><br />The massive use of Motion Capture gives a lot of life and credibility to the characters and we forget really soon the technical aspect to concentrate on more classic elements, such as direction or plot. The direction stays sober and controlled despite the infinite possibilities of the medium, and that is a really good surprise.<br /><br />The futuristic story (Paris 2053) makes it a classic sci-fiction movie and maintain the viewer interested till the end. Despite a classic base plot (an investigation that goes far beyond initial expectations)the atmosphere and some interesting recurring themes (genetics, absolute power of certain firms...)gives this movie a great interest.<br /><br />Despite it is an animated film, this one is obviously not made for children. You won't find here any funny pet or any stupid family moral, only the cold reality. It is far closer to a good film noir.<br /><br />I found that the setting is one of the best aspect of the film: we still feel the well known Paris, but it is morphed by a fine touch of futurism.<br /><br />Nevertheless, I regret a few mistakes. The montage is sometimes a bit flat, one or two very cliché slow motion effects and some poor dialogs. Even though the technical is excellent, it shows its limits in some romantic sequences (a bit like ""final fantasy"" did). Those little things makes it a 7/10.<br /><br />Altogether, it is a successful artistic challenge that you have to watch if you can. The director, Christian Volckman, knows how not to fall into potential traps (luckyly, they didn't ask John Woo to do the job!).<br /><br />To conclude, it is a film with blasting visuals, an intelligent story and a wonderful art direction. Watch it if you can!<br /><br />Please excuse me for the spelling mistakes."
0	"Granted, this seems like a good idea. Steve Martin, Goldie Hawn, and John Cleese in a Neil Simon comedy. Where can you go wrong? Watch the movie, and you'll find out.<br /><br />In truth, Martin, the lead, is mis-cast. He's not doing the great slapstick he's known for, from movies like ""The Jerk"", but instead plays a sort of in-between character that doesn't work. Hawn, with no one to play off of, is terrible. Cleese is the only even partially funny member.<br /><br />To top it off, the plot is pretty stupid. I can't say how much of it may have been changed, but the characters seem to lack the slightest bit of common sense. They blunder through New York, not doing anything right, and unfortuneatly, nothing funny. Not only is the whole premise completely unbelievable, it seems to give the message that people who don't live in New York aren't very bright, a theme repeated throughout the movie.<br /><br />In summation, instead of seeing this, go rent the original ""Odd Couple"" again."
